Row.names,summaryGroups,summaryGroupsExtended,CONSENSUS_CRG,CONSENSUS2_CRG,PR2_L1,PR2_L2,PR2_L3,PR2_L4,PR2_L5,PR2_L6,PR2_L7,PR2_L8,perc_id_PR2,al_length_PR2,summary_type,summaryGroups_metazoan
ASV_1968,MAST,MAST,MAST-12,Stramenopiles,Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12_X,MAST-12_XX,MAST-12_XXX,MAST-12_XXX_sp,89.378,386,heterotroph - saprotroph - parasite ,
ASV_5292,MAST,MAST,MAST-12,Stramenopiles,Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12A,MAST-12A_X,MAST-12A_XX,MAST-12A_XX_sp,99.221,385,heterotroph - saprotroph - parasite ,
ASV_8212,MAST,MAST,MAST-12,Stramenopiles,Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12A,MAST-12A_X,MAST-12A_XX,MAST-12A_XX_sp,98.708,387,heterotroph - saprotroph - parasite ,
ASV_3285,MAST,MAST,MAST-3,Stramenopiles,Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3J,MAST-3J_X,MAST-3J_XX,MAST-3J_XX_sp,97.403,385,heterotroph - saprotroph - parasite ,
ASV_5849,Pirsonia,Pirsonia,Pirsonia,Stramenopiles,Eukaryota,Stramenopiles,Pseudofungi,Pirsonia_Clade,Pirsonia_Clade_X,Pirsonia_Clade_XX,Pirsonia,Pirsonia_guinardiae,96.392,388,heterotroph - saprotroph - parasite ,
ASV_6243,radiolarian,radiolarian,Polycystinea,Rhizaria,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,Spumellarida_X,Spumellarida_XX,Spumellarida_XX_sp,81.538,390,heterotroph - saprotroph - parasite ,
ASV_230,radiolarian,radiolarian,RAD-B,Rhizaria,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B-Group-I,RAD-B-Group-I_X,RAD-B-Group-I_X_sp,99.74,384,heterotroph - saprotroph - parasite ,
ASV_2935,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulales,Labyrinthulaceae,Oblongichytrium,Oblongichytrium_sp,95.078,386,heterotroph - saprotroph - parasite ,
ASV_3227,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Labyrinthuloides,Labyrinthuloides_haliotidis,98.093,367,heterotroph - saprotroph - parasite ,
ASV_3416,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulales,Labyrinthulaceae,Oblongichytrium,Oblongichytrium_sp,95.078,386,heterotroph - saprotroph - parasite ,
ASV_7274,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp,92.329,365,heterotroph - saprotroph - parasite ,
ASV_11991,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Labyrinthulales,Labyrinthulaceae,Labyrinthulaceae_X,Labyrinthulaceae_X_sp,99.74,384,heterotroph - saprotroph - parasite ,
ASV_6633,MAST,MAST,MAST-6,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,MAST-6,MAST-6_X,MAST-6_XX,MAST-6_XXX,MAST-6_XXX_sp,98.966,387,heterotroph - saprotroph - parasite ,
ASV_5200,land-plant,land-plant,Charophyta,Archaeplastida,Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pseudotsuga,Pseudotsuga_sinensis,100,381,phototroph,
ASV_10058,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Stramenopiles,Eukaryota,Stramenopiles,,,,,,,97.416,387,heterotroph - saprotroph - parasite ,
ASV_5794,Labyrinthulomycetes,Labyrinthulomycetes,Labyrinthulomycetes,Stramenopiles,Eukaryota,Stramenopiles,,,,,,,99.74,385,heterotroph - saprotroph - parasite ,
ASV_6220,,,MALV-II,Alveolata,Eukaryota,Alveolata,,,,,,,97.382,382,,
ASV_9567,radiolarian,radiolarian,RAD-A,Rhizaria,Eukaryota,,,,,,,,77.232,224,heterotroph - saprotroph - parasite ,
ASV_9975,NA,NA,NA,NA,NA,,,,,,,,NA,NA,NA,
ASV_2558,fungi,fungi,Apusomonadida,Obazoa,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Apusomonadidae_Group-1_XXX,Apusomonadidae_Group-1_XXX_sp,99.476,382,heterotroph - saprotroph - parasite ,
ASV_2148,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp,92.746,386,heterotroph - saprotroph - parasite ,
ASV_5463,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp,96.923,390,heterotroph - saprotroph - parasite ,
ASV_12435,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Vampyrellida_X,Thalassomyxa,Thalassomyxa_sp,90.909,385,heterotroph - saprotroph - parasite ,
ASV_4353,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp,96.042,379,heterotroph - saprotroph - parasite ,
ASV_1778,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,CCW10-lineage,CCW10-lineage_X,CCW10-lineage_X_sp,100,389,heterotroph - saprotroph - parasite ,
ASV_3601,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,Ventrifissuridae,Ventrifissura,Ventrifissura_artocarpoidea,96.667,390,heterotroph - saprotroph - parasite ,
ASV_3941,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,CCW10-lineage,CCW10-lineage_X,CCW10-lineage_X_sp,99.486,389,heterotroph - saprotroph - parasite ,
ASV_5112,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp,99.229,389,heterotroph - saprotroph - parasite ,
ASV_5145,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,Ebriidae,Ebria,Ebria_tripartita,95.396,391,heterotroph - saprotroph - parasite ,
ASV_8312,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp,98.458,389,heterotroph - saprotroph - parasite ,
ASV_8337,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp,97.656,384,heterotroph - saprotroph - parasite ,
ASV_8549,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,Ventricleftida_X,Ventricleftida_XX,Ventricleftida_XX_sp,99.744,390,heterotroph - saprotroph - parasite ,
ASV_8728,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp,99.486,389,heterotroph - saprotroph - parasite ,
ASV_12393,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae-AB,Crustomastigaceae-AB_sp,100,380,phototroph,
ASV_12403,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,Mamiella_gilva,99.471,378,phototroph,
ASV_12517,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_polaris,98.649,222,phototroph,
ASV_8606,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae-AB,Crustomastigaceae-AB_sp,99.474,380,phototroph,
ASV_7881,photo - macro - green,photo - macro - green,Ulvophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichales_X,Chlorothrix,Chlorothrix_sp,100,379,phototroph,
ASV_1602,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp,100,373,heterotroph - saprotroph - parasite ,
ASV_12432,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Apostomatia_X,Apostomatia_XX,Apostomatia_XX_sp,99.728,368,heterotroph - saprotroph - parasite ,
ASV_3751,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_1,PHYLL_4,PHYLL_4_X,PHYLL_4_X_sp,99.451,364,heterotroph - saprotroph - parasite ,
ASV_10416,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_R,Strombidiidae_R_X,Strombidiidae_R_X_sp,99.196,373,heterotroph - saprotroph - parasite ,
ASV_5261,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_R,Strombidium_R,Strombidium_R_sp,99.464,373,heterotroph - saprotroph - parasite ,
ASV_7368,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_F,Strobilidiidae_F_X,Strobilidiidae_F_X_sp,97.035,371,heterotroph - saprotroph - parasite ,
ASV_5974,crypto,crypto,Cryptomonadales,Cryptista,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Rhodomonas,Rhodomonas_sp,99.467,375,phototroph,
ASV_12407,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Thoracosphaeraceae_X,Thoracosphaeraceae_X_sp,98.425,381,phototroph,
ASV_12408,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,77.093,227,phototroph,
ASV_12436,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,96.597,382,phototroph,
ASV_12482,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,95.801,381,phototroph,
ASV_12488,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.444,180,phototroph,
ASV_12498,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.213,381,phototroph,
ASV_12503,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_rotundata,94.286,385,phototroph,
ASV_12504,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_claudicans,87.273,385,phototroph,
ASV_1993,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiales_X,Suessiales_XX,Suessiales_XX_sp,100,381,phototroph,
ASV_2224,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,98.688,381,phototroph,
ASV_2819,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,81.462,383,phototroph,
ASV_3307,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.475,381,phototroph,
ASV_4219,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_monovelum,100,381,phototroph,
ASV_4665,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,96.597,382,phototroph,
ASV_598,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,94.764,382,phototroph,
ASV_7642,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_rotundata,94.545,385,phototroph,
ASV_7984,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos_limulus,100,381,phototroph,
ASV_8618,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniales_X,Levanderina,Levanderina_fissa,100,381,phototroph,
ASV_8870,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,397,phototroph,
ASV_9983,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,98.695,383,phototroph,
ASV_9816,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp,86.423,383,phototroph,
ASV_1029,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp,98.688,381,heterotroph - saprotroph - parasite ,
ASV_1189,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-13,Dino-Group-II-Clade-13_X,Dino-Group-II-Clade-13_X_sp,99.716,352,heterotroph - saprotroph - parasite ,
ASV_12476,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp,99.474,380,heterotroph - saprotroph - parasite ,
ASV_12483,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp,90.838,382,heterotroph - saprotroph - parasite ,
ASV_2042,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp,97.638,381,heterotroph - saprotroph - parasite ,
ASV_2962,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp,98.95,381,heterotroph - saprotroph - parasite ,
ASV_2996,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-8,Dino-Group-II-Clade-8_X,Dino-Group-II-Clade-8_X_sp,99.475,381,heterotroph - saprotroph - parasite ,
ASV_3226,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20_X_sp,99.213,381,heterotroph - saprotroph - parasite ,
ASV_3314,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22_X_sp,99.475,381,heterotroph - saprotroph - parasite ,
ASV_3581,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp,97.9,381,heterotroph - saprotroph - parasite ,
ASV_4912,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp,99.475,381,heterotroph - saprotroph - parasite ,
ASV_5890,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp,97.375,381,heterotroph - saprotroph - parasite ,
ASV_675,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp,93.438,381,heterotroph - saprotroph - parasite ,
ASV_6813,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp,97.9,381,heterotroph - saprotroph - parasite ,
ASV_7296,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp,98.433,383,heterotroph - saprotroph - parasite ,
ASV_7377,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp,97.638,381,heterotroph - saprotroph - parasite ,
ASV_7942,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp,98.425,381,heterotroph - saprotroph - parasite ,
ASV_899,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-55,Dino-Group-II-Clade-55_X,Dino-Group-II-Clade-55_X_sp,99.213,381,heterotroph - saprotroph - parasite ,
ASV_12481,MALV,MALV,MALV-III,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp,94.764,382,heterotroph - saprotroph - parasite ,
ASV_6695,fungi,fungi,Chytridiomycota,Obazoa,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp,89.702,369,heterotroph - saprotroph - parasite ,
ASV_7877,fungi,fungi,Chytridiomycota,Obazoa,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp,99.211,380,heterotroph - saprotroph - parasite ,
ASV_9350,hapto,hapto,Prymnesiophyceae,Haptista,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesiaceae_X,Prymnesiaceae_X_sp,98.691,382,phototroph,
ASV_4910,Discosea,Discosea,Discosea,Amoebozoa,Eukaryota,Amoebozoa,Lobosa,Lobosa-G1,Lobosa-G1_X,Lobosa-G1_XX,Lobosa-G1_XXX,Lobosa-G1_XXX_sp,82.741,394,heterotroph - saprotroph - parasite ,
ASV_12475,Filasterea,Filasterea,Filasterea,Obazoa,Eukaryota,Opisthokonta,Mesomycetozoa,Filasterea,Ministerida,Ministeridae,Ministeria,Ministeria_vibrans,99.738,382,heterotroph - saprotroph - parasite ,
ASV_11068,Ichthyosporea,Ichthyosporea,Ichthyosporea,Obazoa,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Abeoformidae_Group_MAIP_2,Abeoformidae_Group_MAIP_2_X,Abeoformidae_Group_MAIP_2_X_sp,98.404,376,heterotroph - saprotroph - parasite ,
ASV_12477,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Aricidea,Aricidea_wassi,97.638,381,heterotroph - saprotroph - parasite ,Metazoa-Annelida
ASV_10702,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paracalanus,Paracalanus_parvus,99.256,403,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_12391,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Euterpina,Euterpina_acutifrons,98.701,385,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_12422,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paracalanus,Paracalanus_parvus,99.5,400,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_12425,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp,99.254,402,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_12494,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Pseudocalanus,Pseudocalanus_elongatus,100,391,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_3130,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Mollusca,Polyplacophora,Polyplacophora_X,Tonicella,Tonicella_lineata,100,381,heterotroph - saprotroph - parasite ,Metazoa-Mollusca
ASV_12399,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Radial-centric-basal-Coscinodiscophyceae_X,Radial-centric-basal-Coscinodiscophyceae_X_sp,99.739,383,phototroph,
ASV_3423,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Leptocylindrus,Leptocylindrus_danicus,99.741,386,phototroph,
ASV_3874,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Polar-centric-Mediophyceae_X,Polar-centric-Mediophyceae_X_sp,100,384,phototroph,
ASV_4091,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_rotula,97.396,384,phototroph,
ASV_4106,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Shionodiscus,Shionodiscus_ritscheri,99.479,384,phototroph,
ASV_6449,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Navicula,Navicula_perminuta,98.947,380,phototroph,
ASV_6771,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Ditylum,Ditylum_brightwellii,98.177,384,phototroph,
ASV_8523,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Rhizosolenia,Rhizosolenia_setigera,96.335,382,phototroph,
ASV_3882,dict,dict-chryso,Chrysophyceae,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Chrysophyceae_Clade-F_X,Chrysophyceae_Clade-F_X_sp,100,383,phototroph,
ASV_11029,dict,dict,Dictyochophyceae,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochatonella,Pseudochatonella_sp,99.742,387,phototroph,
ASV_9380,photo - macro - brown,photo - macro - brown,Phaeophyceae,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Leathesia,Leathesia_difformis,99.746,394,phototroph,
ASV_5807,MAST,MAST,MAST-12,Stramenopiles,Eukaryota,Stramenopiles,Opalozoa,MAST-12,MAST-12B,MAST-12B_X,MAST-12B_XX,MAST-12B_XX_sp,97.686,389,heterotroph - saprotroph - parasite ,
